327,Nad Shamma,25.21551713,55.38457824
328,Al Jafliya,25.23886548,55.28698081
329,Trade Center Second,25.21364395,55.28021207
330,Dubai Marina,25.09547176,55.13076456
331,Zaabeel First,25.2229504,55.30536808
332,Zaabeel Second,25.1988826,55.29829935
333,Madinat Dubai Almelaheyah,25.266914,55.266119
334,Dubai Healthcare City,25.21430093,55.32735895
335,Nad Al Shiba First,25.14725852,55.30501384
336,Nad Al Shiba Second,25.157635,55.350053
337,Nad Al Shiba Third,25.15511424,55.37577353
338,Al Goze First
339,Al Mararr,25.27784,55.31162545
340,Ghadeer Al tair,25.152391273222396,55.26982897852705
341,Trade Center First,25.21780805,55.27795394
342,Ras Al Khor Industrial Third,25.17290072,55.38206674
343,Dubai International City,25.1599767,55.4246648
344,Al Warsan Second,25.15629,55.4383289
345,Al Warsan Third,25.1516933,55.4650355
346,Al Hamriya Port,25.299394637608927,55.33463298717774
347,Al Goze Third
348,Al Quoz 4,25.151477,55.254183
349,Grayteesah,24.87187416,55.54337639
350,Jumeirah Lakes Towers,25.051959,55.15578
351,Al Thanyah Third,25.094255,55.161612
352,Al Thanayah Fourth,25.06366745,55.1623514
354,Al Warqa Second,25.19887303,55.41085323
355,Al Nahda First,25.28850649,55.36400769
356,Al Rega,25.26620831,55.30973539
357,Al Qusais Second,25.26927586,55.38708584
358,Al Twar First,25.27129799,55.36275925
359,Al Twar Third,25.24967361,55.39538991
360,Muhaisanah Second,25.26323876,55.42769511
361,Muhaisanah Fourth,25.27937301,55.40893739
362,Naif,25.271654,55.30894993
363,Al Qusais Industrial First,25.28659388,55.38627996
364,Al Wasl,25.19685113,55.25356365
365,Al Hudaiba,25.24252839,55.27912223
366,Al Kifaf,25.23424657,55.29696777
367,Al Suq Al Kabeer,25.26375927,55.29585214
368,Al Barsha First,25.10849909,55.1923845
369,Al Barsha Third,25.09410788,55.198138
370,Peninsula,25.14280454,55.18731602
371,Al Safouh Second,25.10001893,55.16360094
372,Al Goze Industrial Second,25.132565,55.246832
373,Al Goze Industrial Fourth,25.116075,55.233151
374,Um Al Sheif,25.1314317,55.20578466
375,Jumeirah Second,25.2075147,55.2394827
376,Ras Al Khor Industrial First,25.17775008,55.33622108
377,Al-Nakhal,25.118056,55.133333
378,Al Garhoud,25.24277523,55.35062533
379,Al-Shumaal,25.204773,55.359513
380,Al Mizhar,25.2633146,55.3981241
382,Al Waheda,25.2890207,55.3389218
383,Jumeirah,25.202,55.244
384,Bur Dubai,25.2350435,55.3112698
385,Muashrah Al Bahraana,25.25634,55.28923
386,Al-Raulah,25.2570228,55.2904593
387,Al-Bastakiyah,25.263889,55.3
388,Oud Metha,25.2392057,55.31307514
390,Downtown Dubai,25.19005375,55.27814093
391,Al Lusaily,24.94410774,55.47190353
392,Nazwah,25.01885411,55.64062567
393,Al Barsha Second,25.1003494,55.21114752
394,Al Mizhar Second,25.24270313,55.45960815
395,Jabal Ali Industrial First,25.00148416,55.13019157
396,Al Khawaneej First,25.24048272,55.48303963
397,Al Khawaneej Second,25.23068532,55.52192133
398,Al Aweer First,25.18189767,55.54493543
399,Al Aweer Second,25.17032522,55.55903798
400,Al Eyas,25.2100237,55.54038954
401,Wadi Al Amardi,25.20082678,55.50050607
402,Oud Al Muteena First,25.26323876,55.44034857
403,Al Mizhar Third,25.2641115,55.46349249
404,Mushrif,25.2109264,55.4462287
405,Bukadra,25.1770677,55.3250371
406,Nad Al Shiba Fourth,25.13641314,55.36503475
409,Al Barshaa South Third,25.061254,55.238035
410,Palm Jumeirah,25.1193271,55.1317401
411,Palm Jabal Ali,25.006267,54.988151
412,MBR City,25.16984676,55.29268975
413,World Islands,25.2143517,55.168612
414,Al Barshaa South Second,25.073998,55.230325
415,Al Barshaa South First,25.086231443134928,55.22616920248351
416,Cornich Deira,25.2885284,55.3166674
417,Sikkat Al Khail North,25.27162,55.29921
418,Naif North,25.272266,55.311394
419,Sikkat Al Khail South,25.27162,55.29921
420,Mushrif,25.2109264,55.4462287
421,Al-Mustashfa West,25.1351363,55.1208923
423,Al-Aweer,25.175,55.541667
424,Al-Qiyadah,25.2777,55.3528
425,Al-Dzahiyyah Al-Jadeedah,25.0605546,55.2085932
427,Nad Rashid
430,Dubai International Airport,25.2566466,55.3641488
431,Al-Cornich,25.27778959,55.30193586
432,Palm Deira,25.33227698,55.2704399
433,Al Thanyah Second
434,Wadi Al Safa 6,25.05482178,55.27089764
435,Al Hebiah Fourth,25.03502194,55.21354639
436,Festival City First,25.221694,55.3525
437,Al Kheeran,25.21593,55.35985
438,Al Ttay,25.23799407,55.54248695
441,Jumeirah Village Circle (JVC)
442,Al Barsha South Fifth
443,Barsha Heights,25.0987035,55.1725124
444,Motor City,25.04998492,55.23894687
445,Al Furjan,25.03192836,55.14232708
447,Dubai Creek Harbour Island
448,Al Khairan  Second
449,Al Yufrah 2,24.96525116,55.39088193
450,Al Warqa Fifth,25.179702105668593,55.45333728328569
451,Al Hebiah Fifth,25.00242864,55.24042905
452,Studio City,25.03836176,55.24784173
453,Dubai Industrial Park,24.87549227,55.05686863
454,Saih Shuaib 3,24.84031273,55.06702789
455,Saih Shuaib 4,24.81213885,55.1054034
458,Dubai Investment Park First,24.99222384,55.16651934
459,Dubai Investment Park Second,24.97551093,55.20975585
462,Emaar South,24.91892638,55.18015257
463,Dubailand,25.04253774,55.28449984
464,Wadi Al Safa 2,25.10606176,55.36153117
465,Wadi Al Safa 3,25.11569338,55.32337167
466,Wadi Al Safa 4,25.07281915,55.31302736
467,Wadi Al Safa 5,25.08232101,55.36365192
468,Yaraah
469,Al Yufrah 1,24.99365013,55.42259018
470,Al Faga'A
471,Al Rowaiyah Third,25.12605701,55.48584699
472,Jabal Ali Second,25.056097259220095,55.11408951582004
473,Wadi Alshabak,25.17596736,55.48532569
474,Oud Almuteena Second,25.272421647056433,55.45205844136489
475,Muhaisanah Fifth,25.278211,55.435986
476,Jabal Ali Third,25.02124956,55.04154532
477,Mena Jabal Ali,24.98953863,55.04338509
478,Jabal Ali Industrial Second,24.95823558,55.10601052
479,Jabal Ali Industrial Third,24.91233372,55.06681847
480,Saih Shuaib 1,24.90299131,54.99456636
481,Hessyan Second,24.94087593,54.93663109
482,Hadaeq Sheikh Mohammed Bin Rashid,25.1053253,55.26733804
483,International City Phase 3 (DubaiInternational City),25.14379674,55.40635719
484,Dubai Silicon Oasis,25.12321,55.386619
485,Me'Aisem First,25.0177834,55.18312486
486,Me'Aisem Second,24.99454811,55.21269736
489,Lehbab First,25.04895773,55.60058617
492,Al Rowaiyah First,25.12805117,55.42162961
493,Al Rowaiyah Second,25.10780627,55.39506871
494,Umm Addamin,25.057719,55.473649
496,Le Hemaira,25.0278691,55.46546544
497,Lehbab Second,25.04679132,55.57185594
499,Al Maha,24.94563063,55.64660145
500,Um Esalay,24.86060335,55.57811032
501,Remah,24.84741542,55.66851888
502,Madinat Hind 1,25.0647712,55.39139678
503,Madinat Hind 2,25.05662261,55.34024103
504,Madinat Hind 3,25.02394696,55.4179194
505,Damac Hills 2,24.9981931,55.37157657
506,Al Yelayiss 1,25.01299444,55.31510801
507,Town Square Dubai,24.99404911,55.29142486
508,Al Yelayiss 3,24.97810923,55.35094208
509,Al Yelayiss 4,24.96814812,55.32081713
510,Al Yelayiss 5,24.97601127,55.25550423
513,Madinat Latifa,24.89745397959215,55.27782655855799
514,Ghadeer Barashy,24.806753,55.323744
515,Saih Aldahal,24.74397971,55.37894439
518,Mugatrah,24.83872164,55.17704772
519,Al Layan1,24.79805389697316,55.10741643457553
522,Dubai Waterfront,24.96920273,55.0250756
523,Damac Hills,25.02147288,55.26216265
524,Muragab,24.822592,55.604058
525,Hatta,24.80585857,56.12030966
526,Business Bay,25.18762593,55.27989946
527,Island 2,25.1985959,55.2240363
528,Al Yufrah 3,25.008019,55.4433
529,Al Yufrah 4,25.008019,55.4433
531,Al Hebiah Sixth,25.02119178,55.26280555
